id,label
10316,0.999088
10317,1.000000
10318,0.000000
10319,0.996368
1032,1.000000
10320,1.000000
10321,0.999981
10322,1.000000
10323,0.930826
10324,0.999953
10325,0.000000
10326,1.000000
10327,0.931664
10328,0.000000
10329,0.999878
1033,0.687878
10330,0.000000
10331,0.000000
10332,0.999665
10333,0.000000
10334,0.000000
10335,1.000000
10336,0.000000
10337,0.000000
10338,0.000003
10339,1.000000
1034,0.930275
10340,0.000000
10341,0.000000
10342,0.999992
10343,0.000000
10344,0.999998
10345,0.999859
10346,0.000000
10347,0.000000
10348,0.923710
10349,0.990552
1035,0.000000
10350,0.998083
10351,0.000000
10352,1.000000
10353,0.000000
10354,0.999333
10355,1.000000
10356,0.000000
10357,1.000000
10358,0.000000
10359,1.000000
1036,1.000000
10360,0.000000
10361,0.000000
10362,0.000000
10363,0.000000
10364,1.000000
10365,0.000000
10366,1.000000
10367,0.001067
10368,1.000000
10369,0.000001
1037,0.999917
10370,0.999639
10371,0.000000
10372,0.926891
10373,0.000000
10374,0.999987
10375,0.000000
10376,0.000000
10377,0.000000
10378,0.000000
10379,1.000000
1038,0.998329
10380,0.999964
10381,0.000000
10382,0.000000
10383,0.000000
10384,0.999035
10385,1.000000
10386,0.000000
10387,0.999996
10388,0.000000
10389,0.000000
1039,0.000000
10390,1.000000
10391,0.005217
10392,0.000000
10393,0.000000
10394,0.000000
10395,1.000000
10396,1.000000
10397,0.000000
10398,0.000000
10399,1.000000
104,0.000000
1040,1.000000
10400,1.000000
10401,0.002588
10402,0.000000
10403,1.000000
10404,0.000000
10405,0.000000
10406,0.999996
10407,0.000000
10408,0.000000
10409,1.000000
1041,0.000000
10410,0.000000
10411,0.000131
10412,0.000000
10413,0.000000
10414,0.999700
10415,0.996650
10416,0.000000
10417,0.000000
10418,0.000000
10419,1.000000
1042,0.999902
10420,1.000000
10421,0.998660
10422,0.981778
10423,0.000000
10424,0.000000
10425,0.999998
10426,0.000000
10427,1.000000
10428,0.892309
10429,1.000000
1043,0.000000
10430,0.000000
10431,0.000000
10432,0.972154
10433,0.998613
10434,1.000000
10435,0.000000
10436,0.996891
10437,0.000000
10438,0.999999
10439,0.000000
1044,0.999996
10440,0.000000
10441,0.000000
10442,1.000000
10443,1.000000
10444,0.989140
10445,1.000000
10446,1.000000
10447,1.000000
10448,1.000000
10449,1.000000
1045,0.000000
10450,0.000000
10451,0.000000
10452,0.000000
10453,0.999997
10454,0.000000
10455,0.000000
10456,0.309039
10457,0.000000
10458,1.000000
10459,0.000000
1046,0.000000
10460,0.000000
10461,0.000000
10462,0.999954
10463,0.000000
10464,1.000000
10465,1.000000
10466,0.999582
10467,0.000000
10468,0.000000
10469,0.000006
1047,0.000000
10470,0.000000
10471,0.000000
10472,0.000000
10473,1.000000
10474,0.000401
10475,0.000000
10476,1.000000
10477,0.000000
10478,1.000000
10479,0.997389
1048,1.000000
10480,0.000001
10481,0.000000
10482,0.000000
10483,0.000000
10484,0.853593
10485,0.982937
10486,0.000001
10487,0.997925
10488,0.999659
10489,0.000000
1049,0.000000
10490,1.000000
10491,0.000000
10492,1.000000
10493,0.000000
10494,1.000000
10495,0.000000
10496,1.000000
10497,1.000000
10498,0.000000
10499,0.991502
105,0.999981
1050,0.000000
10500,1.000000
10501,0.996873
10502,1.000000
10503,0.000040
10504,0.999456
10505,0.997959
10506,0.000000
10507,0.000111
10508,0.000000
10509,0.999392
1051,0.000000
10510,0.000000
10511,0.000000
10512,0.000000
10513,0.000000
10514,0.993170
10515,0.000000
10516,1.000000
10517,1.000000
10518,1.000000
10519,0.000000
1052,1.000000
10520,1.000000
10521,0.000000
10522,0.329509
10523,1.000000
10524,1.000000
10525,0.995499
10526,0.192900
10527,0.000000
10528,0.000000
10529,0.000000
1053,1.000000
10530,0.000000
10531,0.995728
10532,0.000000
10533,0.000000
10534,1.000000
10535,0.000000
10536,0.000000
10537,0.997423
10538,0.000000
10539,0.000000
1054,0.999444
10540,1.000000
10541,0.999995
10542,0.999797
10543,0.000000
10544,0.000000
10545,0.000000
10546,0.000000
10547,0.926327
10548,1.000000
10549,0.000000
1055,0.289293
10550,1.000000
10551,0.982813
10552,0.000000
10553,0.000000
10554,0.973225
10555,0.000000
10556,0.948548
10557,0.000005
10558,1.000000
10559,1.000000
1056,0.946416
10560,0.000000
10561,1.000000
10562,0.999947
10563,1.000000
10564,1.000000
10565,1.000000
10566,1.000000
10567,1.000000
10568,0.999891
10569,0.999852
1057,0.999915
10570,0.999312
10571,0.999983
10572,0.000000
10573,0.000000
10574,1.000000
10575,0.000000
10576,0.000000
10577,0.000000
10578,1.000000
10579,0.999960
1058,0.996901
10580,1.000000
10581,0.843184
10582,0.000000
10583,0.989714
10584,0.999994
10585,0.000000
10586,0.000000
10587,0.999628
10588,1.000000
10589,0.000000
1059,1.000000
10590,0.000000
10591,0.988741
10592,0.000000
10593,1.000000
10594,1.000000
10595,0.997726
10596,0.000000
10597,0.000000
10598,1.000000
10599,1.000000
106,1.000000
1060,0.000000
10600,1.000000
10601,0.469625
10602,0.845131
10603,0.000000
10604,0.000000
10605,0.023631
10606,1.000000
10607,0.000000
10608,1.000000
10609,1.000000
1061,0.000000
10610,1.000000
10611,0.000000
10612,0.998417
10613,0.000000
10614,0.000000
10615,0.000000
10616,1.000000
10617,0.000000
10618,0.000000
10619,0.000000
1062,0.000000
10620,0.984476
10621,0.000000
10622,0.802873
10623,0.000000
10624,0.000000
10625,0.987891
10626,0.000000
10627,0.000000
10628,0.000000
10629,0.853158
1063,0.000000
10630,0.000000
10631,0.000000
10632,0.999979
10633,1.000000
10634,0.000000
10635,0.000000
10636,1.000000
10637,0.000000
10638,0.000000
10639,0.950057
1064,0.000000
10640,1.000000
10641,0.999987
10642,0.999986
10643,0.000000
10644,0.999896
10645,1.000000
10646,0.929467
10647,0.000000
10648,0.999088
10649,0.000000
1065,0.000000
10650,0.000000
10651,0.983848
10652,0.000000
10653,0.000000
10654,0.000000
10655,0.000000
10656,1.000000
10657,0.000000
10658,0.999996
10659,1.000000
1066,1.000000
10660,0.000000
10661,0.999401
10662,0.963322
10663,1.000000
10664,0.000000
10665,0.000000
10666,0.953501
10667,1.000000
10668,0.000000
10669,0.000000
1067,1.000000
10670,0.000000
10671,0.000000
10672,0.000000
10673,0.966914
10674,0.000000
10675,0.000000
10676,0.000000
10677,0.000000
10678,0.000000
10679,0.000000
1068,1.000000
10680,0.592142
10681,0.000000
10682,0.000000
10683,1.000000
10684,1.000000
10685,0.000000
10686,0.000000
10687,0.000000
10688,1.000000
10689,1.000000
1069,0.000000
10690,0.000000
10691,0.000000
10692,0.999993
10693,0.000000
10694,0.000000
10695,1.000000
10696,1.000000
10697,1.000000
10698,0.000000
10699,0.962332
107,0.000000
1070,0.999931
10700,0.000000
10701,0.962130
10702,1.000000
10703,0.000000
10704,0.000000
10705,0.957712
10706,0.999977
10707,1.000000
10708,0.000000
10709,1.000000
1071,0.000000
10710,0.896767
10711,0.000000
10712,1.000000
10713,0.000000
10714,0.999291
10715,1.000000
10716,0.000000
10717,0.999997
10718,0.000000
10719,0.999981
1072,0.997661
10720,1.000000
10721,0.000000
10722,0.000000
10723,0.906335
10724,1.000000
10725,1.000000
10726,0.000000
10727,0.000000
10728,0.000001
10729,0.000000
1073,0.000000
10730,0.956646
10731,0.971046
10732,0.000000
10733,0.994801
10734,0.000000
10735,0.000000
10736,0.998496
10737,0.000000
10738,0.989428
10739,1.000000
1074,1.000000
10740,0.000000
10741,0.000000
10742,0.999273
10743,0.998155
10744,1.000000
10745,0.000014
10746,0.000000
10747,0.000103
10748,0.000000
10749,0.000000
1075,0.999998
10750,0.958839
10751,0.000000
10752,0.013899
10753,0.972943
10754,0.000000
10755,1.000000
10756,1.000000
10757,0.000000
10758,0.999998
10759,0.000000
1076,0.000000
10760,0.000000
10761,0.000070
10762,0.000000
10763,0.000000
10764,0.000000
10765,1.000000
10766,1.000000
10767,1.000000
10768,1.000000
10769,0.999869
1077,0.008719
10770,0.999909
10771,0.991333
10772,0.960367
10773,1.000000
10774,0.000000
10775,0.000000
10776,0.000000
10777,1.000000
10778,0.000000
10779,0.000000
1078,0.000000
10780,0.000000
10781,0.000000
10782,1.000000
10783,0.000000
10784,0.000000
10785,1.000000
10786,0.000000
10787,0.986454
10788,1.000000
10789,0.000000
1079,0.999584
10790,0.507679
10791,0.000000
10792,0.000000
10793,0.000000
10794,0.944185
10795,0.900403
10796,0.000000
10797,0.000000
10798,0.992342
10799,0.000000
108,0.000000
1080,1.000000
10800,0.285637
10801,0.999437
10802,0.000000
10803,0.000000
10804,1.000000
10805,0.000000
10806,1.000000
10807,0.000000
10808,1.000000
10809,0.000000
1081,0.982161
10810,0.000000
10811,1.000000
10812,0.000000
10813,0.000000
10814,0.000000
10815,0.944783
10816,0.000000
10817,0.000000
10818,0.000000
10819,0.000000
1082,0.999998
10820,0.994486
10821,0.999093
10822,0.000000
10823,0.000000
10824,0.000000
10825,1.000000
10826,0.999612
10827,0.000000
10828,0.000089
10829,0.999961
1083,1.000000
10830,0.000000
10831,0.997290
10832,1.000000
10833,0.000000
10834,0.004668
10835,0.000000
10836,0.118747
10837,0.009629
10838,0.999999
10839,0.000000
1084,0.000000
10840,0.000000
10841,0.000000
10842,0.000000
10843,0.000000
10844,1.000000
10845,1.000000
10846,0.000000
10847,1.000000
10848,1.000000
10849,0.000000
1085,0.116568
10850,0.000000
10851,1.000000
10852,0.974275
10853,1.000000
10854,0.999986
10855,1.000000
10856,0.000000
10857,1.000000
10858,1.000000
10859,1.000000
1086,1.000000
10860,0.000000
10861,0.999205
10862,0.000000
10863,0.998667
10864,0.953801
10865,0.000000
10866,1.000000
10867,0.000000
10868,0.000007
10869,0.971736
1087,0.993948
10870,0.002972
10871,0.000000
10872,0.999857
10873,0.000000
10874,0.000000
10875,1.000000
10876,1.000000
10877,0.000000
10878,0.000000
10879,1.000000
1088,0.000000
10880,0.000000
10881,1.000000
10882,0.940806
10883,1.000000
10884,0.000000
10885,0.000000
10886,0.000000
10887,0.000000
10888,1.000000
10889,0.000044
1089,1.000000
10890,0.000000
10891,0.000000
10892,1.000000
10893,0.000000
10894,0.000000
10895,1.000000
10896,1.000000
10897,0.999874
10898,1.000000
10899,1.000000
109,0.000112
1090,0.000000
10900,0.982394
10901,0.000000
10902,1.000000
10903,0.999986
10904,0.999999
10905,1.000000
10906,0.000000
10907,0.999853
10908,0.000000
10909,1.000000
1091,1.000000
10910,0.000000
10911,0.999976
10912,1.000000
10913,0.000004
10914,1.000000
10915,0.000000
10916,1.000000
10917,0.000000
10918,0.000000
10919,0.999914
1092,0.000000
10920,1.000000
10921,0.000000
10922,0.000000
10923,0.000000
10924,1.000000
10925,1.000000
10926,0.998084
10927,0.000000
10928,0.000000
10929,0.879367
1093,0.997283
10930,0.999846
10931,0.000000
10932,0.999735
10933,0.000000
10934,0.000000
10935,0.999393
10936,1.000000
10937,1.000000
10938,0.000000
10939,0.000000
1094,0.988165
10940,1.000000
10941,0.000000
10942,0.000000
10943,0.000000
10944,0.000000
10945,0.000000
10946,1.000000
10947,0.000000
10948,0.990575
10949,0.000000
1095,0.998690
10950,0.000000
10951,1.000000
10952,0.654330
10953,0.000000
10954,1.000000
10955,0.000000
10956,0.000000
10957,0.998412
10958,0.000000
10959,0.978089
1096,0.883796
10960,0.000003
10961,1.000000
10962,0.980289
10963,1.000000
10964,0.000000
10965,0.000000
10966,0.999151
10967,0.000000
10968,0.999956
10969,0.000000
1097,0.000000
10970,0.000000
10971,0.000000
10972,0.000000
10973,1.000000
10974,0.999910
10975,0.000000
10976,0.999977
10977,0.000000
10978,0.000000
10979,0.999996
1098,0.000000
10980,0.000000
10981,0.985746
10982,0.932777
10983,1.000000
10984,1.000000
10985,1.000000
10986,0.000000
10987,0.000000
10988,0.000000
10989,0.000000
1099,0.000000
10990,0.996493
10991,0.000000
10992,0.000000
10993,1.000000
10994,0.992219
10995,0.000000
10996,1.000000
10997,0.000000
10998,1.000000
10999,0.000000
11,0.000000
110,0.999999
1100,1.000000
11000,0.000000
11001,0.999948
11002,1.000000
11003,0.000000
11004,0.000000
11005,0.999999
11006,1.000000
11007,1.000000
11008,0.000000
11009,0.000446
1101,0.941403
11010,0.995844
11011,0.797882
11012,1.000000
11013,0.989487
11014,0.991795
11015,1.000000
11016,1.000000
11017,0.000000
11018,0.000000
11019,0.998573
1102,0.000000
11020,1.000000
11021,0.999934
11022,0.000000
11023,1.000000
11024,0.999009
11025,0.000000
11026,0.000000
11027,1.000000
11028,0.000047
11029,0.183003
1103,0.000000
11030,0.999995
11031,0.000000
11032,0.000000
11033,1.000000
11034,0.997344
11035,1.000000
11036,1.000000
11037,0.999997
11038,0.000000
11039,0.000000
1104,0.000000
11040,0.000003
11041,1.000000
11042,0.000000
11043,0.999982
11044,1.000000
11045,0.000000
11046,1.000000
11047,0.997570
11048,0.997976
11049,0.000000
1105,0.918639
11050,1.000000
11051,0.990893
11052,0.000000
11053,0.965007
11054,1.000000
11055,0.000000
11056,0.000000
11057,1.000000
11058,0.000000
11059,0.000000
1106,1.000000
11060,0.000000
11061,0.000000
11062,1.000000
11063,0.999998
11064,0.000000
11065,1.000000
11066,0.999938
11067,0.000000
11068,0.000000
11069,0.999956
1107,0.000000
11070,1.000000
11071,1.000000
11072,0.000003
11073,0.000000
11074,0.000000
11075,0.000000
11076,0.000000
11077,0.000000
11078,0.000000
11079,0.999845
1108,0.999622
11080,1.000000
11081,1.000000
11082,0.000000
11083,1.000000
11084,0.999996
11085,0.999873
11086,0.000000
11087,0.000000
11088,0.000000
11089,1.000000
1109,0.000000
11090,0.996537
11091,0.264565
11092,1.000000
11093,1.000000
11094,0.000000
11095,0.999942
11096,0.948329
11097,0.999995
11098,0.000000
11099,0.000015
111,1.000000
1110,0.000000
11100,1.000000
11101,1.000000
11102,0.001632
11103,0.000000
11104,1.000000
11105,0.449322
11106,0.000000
11107,0.980401
11108,0.000000
11109,0.000000
1111,0.000000
11110,0.000000
11111,1.000000
11112,0.999254
11113,0.000000
11114,1.000000
11115,0.000000
11116,0.987091
11117,1.000000
11118,0.000000
11119,0.000000
1112,0.000000
11120,0.000280
11121,0.715141
11122,0.000000
11123,1.000000
11124,0.000000
11125,0.999992
11126,0.999996
11127,0.000000
11128,1.000000
11129,0.000000
1113,0.000000
11130,0.000000
11131,0.000000
11132,0.999980
11133,0.999583
11134,0.667174
11135,0.000000
11136,0.000000
11137,0.000000
11138,0.999995
11139,1.000000
1114,0.985702
11140,1.000000
11141,1.000000
11142,0.000000
11143,1.000000
11144,0.000000
11145,1.000000
11146,1.000000
11147,0.999988
11148,1.000000
11149,1.000000
1115,0.901593
11150,0.000000
11151,1.000000
11152,1.000000
11153,0.999697
11154,0.999982
11155,0.999512
11156,0.000000
11157,1.000000
11158,0.000000
11159,1.000000
1116,0.919532
11160,0.000000
11161,0.998507
11162,0.000000
11163,0.000000
11164,1.000000
11165,1.000000
11166,0.000000
11167,0.000000
11168,0.000000
11169,0.999905
1117,0.000000
11170,0.999958
11171,0.000000
11172,0.000000
11173,0.999999
11174,1.000000
11175,0.999995
11176,0.999978
11177,0.000000
11178,1.000000
11179,0.000000
1118,0.000000
11180,0.999999
11181,0.967664
11182,0.993656
11183,0.000000
11184,0.000000
11185,0.000000
11186,0.000000
11187,0.000000
11188,0.967204
11189,0.999993
1119,0.000000
11190,0.000000
11191,0.999847
11192,0.000001
11193,0.988520
11194,0.993745
11195,0.888680
11196,0.000000
11197,0.000000
11198,0.000000
11199,0.000000
112,1.000000
1120,0.000000
11200,0.000000
11201,1.000000
11202,1.000000
11203,0.000000
11204,0.999361
11205,0.997448
11206,0.000000
11207,0.000000
11208,0.999982
11209,0.000000
1121,1.000000
11210,1.000000
11211,0.783256
11212,1.000000
11213,1.000000
11214,0.000000
11215,0.000000
11216,0.000000
11217,0.988097
11218,0.999637
11219,0.000000
1122,1.000000
11220,0.000000
11221,0.000000
11222,1.000000
11223,0.005043
11224,0.998904
11225,0.000000
11226,0.000000
11227,0.999323
11228,0.000002
11229,0.994807
1123,0.000000
11230,0.982270
11231,0.447707
11232,0.999999
11233,0.000000
11234,0.000000
11235,0.957432
11236,0.000000
11237,0.998943
11238,1.000000
11239,0.750351
1124,0.000000
11240,0.000000
11241,0.999890
11242,1.000000
11243,0.000000
11244,1.000000
11245,0.000000
11246,0.121798
11247,1.000000
11248,1.000000
11249,1.000000
1125,0.000000
11250,0.999353
11251,1.000000
11252,0.000000
11253,0.999243
11254,1.000000
11255,0.998813
11256,0.000000
11257,0.000000
11258,1.000000
11259,0.000000
1126,0.000000
11260,0.000000
11261,1.000000
11262,0.999995
11263,0.000000
11264,0.000000
11265,0.999999
11266,0.000000
11267,0.000001
11268,0.958467
11269,1.000000
1127,0.000000
11270,0.000000
11271,0.000000
11272,1.000000
11273,0.999996
11274,1.000000
11275,0.000000
11276,0.000000
11277,1.000000
11278,0.999998
11279,1.000000
1128,0.000001
11280,0.986809
11281,0.999997
11282,0.999991
11283,0.999651
11284,1.000000
11285,0.000000
11286,1.000000
11287,0.000000
11288,0.000000
11289,0.000000
1129,0.000000
11290,0.996119
11291,0.000000
11292,1.000000
11293,1.000000
11294,0.937115
11295,0.000000
11296,0.998023
11297,1.000000
11298,0.000000
11299,0.000000
113,0.980422
1130,1.000000
11300,1.000000
11301,0.000000
11302,0.999887
11303,0.994944
11304,0.999997
11305,0.999961
11306,0.999806
11307,0.999999
11308,0.999958
11309,0.999709
1131,1.000000
11310,1.000000
11311,1.000000
11312,1.000000
11313,0.000000
11314,1.000000
11315,0.000000
11316,0.998846
11317,0.000000
11318,0.000000
11319,1.000000
1132,0.000000
11320,0.999982
11321,0.999920
11322,0.996106
11323,0.000000
11324,0.000000
11325,0.000000
11326,0.999999
11327,1.000000
11328,0.000000
11329,0.999461
1133,0.000000
11330,0.000000
11331,1.000000
11332,1.000000
11333,0.900171
11334,0.991307
11335,1.000000
11336,0.000000
11337,0.283905
11338,0.000000
11339,0.987356
1134,0.000000
11340,1.000000
11341,1.000000
11342,0.000000
11343,1.000000
11344,1.000000
11345,0.000000
11346,1.000000
11347,1.000000
11348,0.999176
11349,0.972454
1135,0.000000
11350,0.000000
11351,0.000000
11352,1.000000
11353,0.000000
11354,0.000000
11355,0.000000
11356,1.000000
11357,0.999990
11358,0.999827
11359,0.000000
1136,1.000000
11360,1.000000
11361,0.000000
11362,0.000000
11363,1.000000
11364,0.000000
11365,0.000000
11366,1.000000
11367,0.000000
11368,0.000000
11369,0.000000
1137,0.000000
11370,0.936999
11371,0.999849
11372,0.000000
11373,0.000000
11374,0.000000
11375,0.000000
11376,0.000000
11377,0.000000
11378,1.000000
11379,1.000000
1138,0.000000
11380,0.988298
11381,0.000000
11382,0.999999
11383,1.000000
11384,0.000000
11385,1.000000
11386,0.999986
11387,1.000000
11388,0.000000
11389,0.000000
1139,0.000000
11390,0.000000
11391,1.000000
11392,0.000000
11393,0.000000
11394,1.000000
11395,0.999885
11396,0.000000
11397,0.000000
11398,0.999970
11399,1.000000
114,0.000000
1140,0.000000
11400,1.000000
11401,0.000000
11402,1.000000
11403,0.000000
11404,0.000000
11405,0.000000
11406,1.000000
11407,0.000000
11408,1.000000
11409,0.000000
1141,0.000000
11410,0.000000
11411,1.000000
11412,1.000000
11413,0.000000
11414,0.000028
11415,0.000000
11416,1.000000
11417,0.964952
11418,0.013836
11419,1.000000
1142,0.000000
11420,0.999961
11421,0.000000
11422,1.000000
11423,0.999889
11424,0.000000
11425,0.990684
11426,0.999765
11427,1.000000
11428,1.000000
11429,0.999807
1143,0.000000
11430,1.000000
11431,0.000000
11432,0.000000
11433,0.000000
11434,0.000000
11435,0.999281
11436,0.751892
11437,0.995518
11438,0.999983
11439,0.999986
1144,1.000000
11440,0.000000
11441,0.998270
11442,1.000000
11443,1.000000
11444,0.000000
11445,0.926044
11446,0.000000
11447,0.000000
11448,0.997455
11449,0.995529
1145,1.000000
11450,0.000000
11451,0.851793
11452,0.577787
11453,0.977264
11454,0.999559
11455,0.000000
11456,0.000000
11457,0.000000
11458,0.984557
11459,0.999993
1146,0.999433
11460,0.000000
11461,1.000000
11462,0.000000
11463,0.000000
11464,0.997995
11465,0.000000
11466,0.000000
11467,0.000000
11468,1.000000
11469,1.000000
1147,1.000000
11470,1.000000
11471,0.001922
11472,1.000000
11473,1.000000
11474,0.000000
11475,0.000000
11476,0.089352
11477,0.000000
11478,1.000000
11479,0.000000
1148,0.000000
11480,0.000000
11481,0.000000
11482,0.999974
11483,1.000000
11484,0.000000
11485,0.000000
11486,1.000000
11487,0.999998
11488,1.000000
11489,0.000000
1149,0.119866
11490,0.684161
11491,0.000000
11492,0.000000
11493,0.000000
11494,0.999323
11495,0.000000
11496,0.999998
11497,1.000000
11498,0.000000
11499,0.000000
115,0.000000
1150,0.000000
11500,0.000000
11501,0.000000
11502,0.996963
11503,1.000000
11504,0.000000
11505,0.000000
11506,1.000000
11507,0.999636
11508,0.000000
11509,0.000000
1151,1.000000
11510,0.999982
11511,0.000000
11512,0.999979
11513,0.999974
11514,0.946297
11515,1.000000
11516,1.000000
11517,0.000000
11518,0.000000
11519,0.986672
1152,0.000000
11520,1.000000
11521,0.996616
11522,0.996986
11523,0.000000
11524,0.000000
11525,0.000000
11526,1.000000
11527,1.000000
11528,0.000000
11529,0.000000
1153,0.000000
11530,1.000000
11531,0.000000
11532,0.458527
11533,1.000000
11534,0.000000
11535,1.000000
11536,1.000000
11537,0.000000
11538,0.000000
11539,1.000000
1154,1.000000
11540,0.000000
11541,0.999999
11542,0.999732
11543,0.000000
11544,0.000000
11545,0.000000
11546,0.000000
11547,0.000000
11548,1.000000
11549,0.000000
1155,0.992091
11550,1.000000
11551,0.000000
11552,1.000000
11553,0.994644
11554,0.973855
11555,1.000000
11556,0.000000
11557,0.000000
11558,0.928393
11559,0.000000
1156,0.000000
11560,0.000000
11561,0.999616
11562,1.000000
11563,0.000000
11564,0.000000
11565,0.000000
11566,0.000000
11567,1.000000
11568,0.000180
11569,0.997404
1157,0.999989
11570,0.000000
11571,1.000000
11572,0.000000
11573,0.000000
